Date,Item_Description,HS_Code,Country_of_Origin,Quantity,Net_Mass_kg,Gross_Mass_kg,CIF_Value_USD,CIF_Value_UGX,Unit_Price_Actual_UGX,Unit_Price_Predicted_UGX,Tax_Rate,Currency_Code,Valuation_Label
2023-12-30,Electronics,8542,Kenya,1868,6202,6243,51835.15,191790041.39,102671.33,119143.75,0.1,USD,
2024-10-01,Textiles,6110,Germany,47,818,1128,23461.29,86806772.67,1846952.61,1981283.63,0.1,USD,
2023-05-29,Electronics,8542,Japan,4396,1804,2201,450386.26,1666429171.11,379078.52,396580.63,0.15,USD,
2024-12-06,Textiles,6110,South Africa,415,6160,6341,91573.21,338820875.77,816435.85,689061.33,0.05,USD,
2023-01-31,Food Products,0403,China,4233,5371,5527,260977.14,965615403.4,228116.09,203021.32,0.1,USD,
2024-12-31,Electronics,8523,USA,1033,953,1430,326004.93,1206218242.49,1167684.65,1187408.99,0.15,USD,
2024-03-08,Machinery,8481,South Africa,3064,8771,9248,98282.32,363644571.71,118682.95,130499.11,0.2,USD,
2024-06-19,Pharmaceuticals,3004,South Africa,213,4641,5016,433927.78,1605532783.93,7537712.6,6536660.39,0.05,USD,
2023-03-24,Food Products,0702,Japan,866,7771,8054,391655.89,1449126792.94,1673356.57,1878660.23,0.05,USD,
2025-04-05,Machinery,8481,China,1776,2131,2252,475136.34,1758004468.48,989867.38,992464.89,0.15,USD,
2022-10-08,Food Products,0702,Germany,2624,3451,3786,62059.42,229619871.78,87507.57,88421.07,0.05,USD,
2024-05-14,Machinery,8479,Japan,2119,4081,4313,247708.3,916520696.16,432525.1,353359.65,0.15,USD,1.0
2023-07-07,Pharmaceuticals,2937,India,3533,8731,8966,439331.46,1625526400.57,460098.05,465671.19,0.05,USD,
2023-06-27,Machinery,8430,South Africa,1865,6210,6621,467129.49,1728379108.09,926744.83,1049847.69,0.2,USD,
2024-08-16,Food Products,1701,Japan,3327,4049,4085,182224.14,674229308.73,202653.83,169621.63,0.1,USD,
2023-03-01,Electronics,8542,India,80,4329,4827,75005.34,277519770.07,3468997.13,3444068.65,0.15,USD,
2024-08-11,Textiles,6110,Kenya,4243,6786,6989,407229.43,1506748903.03,355114.05,377501.06,0.1,USD,
2022-10-20,Electronics,8542,Japan,4922,5088,5152,266497.46,986040606.74,200333.32,210435.62,0.15,USD,
2023-07-17,Pharmaceuticals,2941,South Korea,400,4603,4749,392156.78,1450980091.93,3627450.23,3284960.95,0.15,USD,
2022-12-12,Electronics,8542,Germany,3259,4516,4697,402378.53,1488800543.5,456827.41,471223.27,0.1,USD,
2025-04-02,Food Products,0702,India,4506,4243,4411,86602.13,320427890.05,71111.38,64892.47,0.1,USD,
2024-07-23,Machinery,8430,South Africa,1149,341,423,339401.84,1255786793.34,1092938.9,1049776.55,0.15,USD,
2022-12-17,Electronics,8542,South Korea,309,5084,5166,64260.67,237764492.99,769464.38,760992.55,0.1,USD,
2024-10-24,Food Products,0403,Germany,3832,1405,1887,146500.51,542051897.33,141454.04,162752.86,0.05,USD,
2025-01-15,Electronics,8542,Germany,2698,4263,4657,220474.48,815755557.76,302355.66,271984.16,0.15,USD,
2024-02-23,Pharmaceuticals,2941,Kenya,3366,8181,8547,203193.49,751815899.28,223355.88,182488.35,0.05,USD,1.0
2022-06-13,Electronics,8517,USA,2582,8657,9016,137872.96,510129934.87,197571.62,176595.14,0.15,USD,
2022-10-22,Food Products,1701,USA,1506,6519,6973,377065.38,1395141898.41,926389.04,783526.96,0.1,USD,
2024-11-30,Electronics,8517,Japan,3614,8214,8362,493853.12,1827256531.61,505605.02,433819.91,0.1,USD,
2022-09-21,Machinery,8430,USA,2323,7756,8120,47919.23,177301160.99,76324.22,69206.76,0.15,USD,
2023-05-27,Food Products,0403,Germany,3153,7962,8394,318651.55,1179010751.06,373933.0,340137.17,0.1,USD,
2025-03-24,Food Products,0403,USA,2129,8491,8521,42867.04,158608041.28,74498.85,78543.23,0.05,USD,
2025-02-19,Electronics,8517,India,4651,4801,5245,345400.89,1277983300.86,274776.03,273444.24,0.15,USD,
2022-06-13,Food Products,0403,South Korea,471,7324,7341,236835.39,876290929.01,1860490.3,2018812.24,0.05,USD,
2023-07-10,Machinery,8479,India,2876,9427,9835,302614.09,1119672140.66,389315.77,330418.26,0.15,USD,
2023-03-25,Textiles,5407,Germany,917,3062,3177,217006.2,802922950.47,875597.55,788157.57,0.1,USD,
2025-02-04,Food Products,1701,China,1118,9656,9941,153243.02,566999170.51,507154.89,594667.59,0.1,USD,
2024-10-31,Pharmaceuticals,2941,South Africa,4109,312,633,491458.58,1818396762.0,442539.98,417344.1,0.15,USD,
2023-11-27,Electronics,8523,Japan,4094,5387,5603,392869.91,1453618664.42,355060.74,285485.72,0.15,USD,1.0
2023-12-05,Food Products,0702,Germany,1621,1993,2265,477885.17,1768175126.91,1090792.8,902098.85,0.1,USD,1.0
2022-07-02,Pharmaceuticals,3004,China,211,9946,10377,267123.78,988357983.34,4684161.06,4164050.73,0.15,USD,
2024-02-06,Pharmaceuticals,2941,Japan,1617,6112,6397,187758.73,694707308.59,429627.28,509882.59,0.15,USD,
2024-10-01,Electronics,8542,USA,746,3283,3550,441293.74,1632786825.07,2188722.29,2278327.32,0.15,USD,
2022-11-30,Textiles,5407,South Africa,1639,4067,4120,8308.58,30741761.47,18756.41,21741.79,0.1,USD,
2022-10-23,Pharmaceuticals,3004,China,91,6298,6716,187821.16,694938279.27,7636684.39,6504306.1,0.15,USD,
2022-06-13,Pharmaceuticals,2937,India,3461,1901,2185,43105.5,159490358.92,46082.16,37147.77,0.05,USD,1.0
2024-10-14,Machinery,8430,South Africa,4126,8006,8166,208492.34,771421665.32,186965.99,212571.66,0.15,USD,
2024-04-07,Pharmaceuticals,3004,China,1250,4401,4591,168114.07,622022046.21,497617.64,539888.37,0.05,USD,
2023-06-22,Electronics,8523,Germany,2879,5468,5584,277105.01,1025288523.06,356126.61,377360.13,0.1,USD,
2024-02-24,Electronics,8542,Japan,1848,1046,1292,120146.83,444543275.84,240553.72,232348.65,0.1,USD,
2022-06-13,Machinery,8479,Germany,2467,3097,3324,423679.16,1567612904.58,635432.88,650167.68,0.15,USD,
2024-10-15,Textiles,5408,South Korea,4634,121,235,205147.71,759046531.54,163799.42,139998.01,0.05,USD,
2022-07-11,Electronics,8542,South Africa,3626,409,655,255296.98,944598833.59,260507.12,297988.88,0.1,USD,
2023-11-30,Electronics,8517,USA,2829,3580,3697,122905.81,454751487.56,160746.37,170221.27,0.15,USD,
2024-02-22,Pharmaceuticals,3004,South Africa,2586,9610,10101,176387.26,652632870.13,252371.57,272309.83,0.15,USD,
2023-10-11,Pharmaceuticals,2937,Japan,4554,6915,6986,374089.01,1384129331.09,303937.05,348478.39,0.15,USD,
2022-08-12,Electronics,8517,India,241,2029,2416,373673.03,1382590192.81,5736888.77,5353592.07,0.15,USD,
2024-01-04,Textiles,6110,USA,1221,927,1206,450943.78,1668491992.18,1366496.31,1548259.8,0.05,USD,
2022-08-26,Food Products,0702,China,2294,8330,8703,496175.79,1835850428.36,800283.53,868293.58,0.05,USD,
2022-12-21,Textiles,5407,South Africa,2775,3025,3409,311925.61,1154124770.35,415900.82,368080.09,0.1,USD,
2024-02-22,Food Products,0403,Kenya,1131,496,653,191553.12,708746545.76,626654.77,692279.67,0.1,USD,
2025-01-06,Machinery,8481,South Korea,4781,4208,4244,373927.45,1383531557.11,289381.21,241341.53,0.15,USD,
2022-11-17,Textiles,5407,Japan,4434,2373,2707,167400.0,619380011.24,139688.77,125114.3,0.1,USD,
2023-12-28,Food Products,1701,Japan,1197,6152,6238,119621.37,442599072.64,369756.95,303576.23,0.05,USD,1.0
2025-03-23,Electronics,8542,South Korea,2495,2651,3007,72621.1,268698079.93,107694.62,122075.91,0.15,USD,
2023-09-05,Food Products,0403,South Africa,4539,7760,8150,456139.93,1687717733.57,371825.89,354029.11,0.05,USD,
2023-10-07,Food Products,0702,Kenya,1449,8248,8484,460826.7,1705058800.73,1176714.15,1241174.18,0.1,USD,
2023-01-07,Food Products,1701,India,3252,4435,4848,464526.18,1718746859.55,528519.94,435459.28,0.05,USD,1.0
2024-09-23,Textiles,5408,China,2752,5779,5832,153076.21,566381982.64,205807.41,204485.45,0.05,USD,
2022-12-10,Textiles,5408,China,300,6603,6656,253036.46,936234892.35,3120782.97,3585557.82,0.1,USD,
2023-05-22,Electronics,8542,India,4506,2351,2502,368966.49,1365176027.9,302968.49,324662.09,0.1,USD,
2025-03-06,Textiles,5408,India,4448,968,1173,402049.77,1487584136.75,334438.88,328989.26,0.05,USD,
2024-11-21,Electronics,8517,Japan,339,3795,3827,56405.63,208700818.78,615636.63,605637.22,0.1,USD,
2025-02-12,Electronics,8523,China,3664,5448,5828,107542.03,397905508.01,108598.66,113412.3,0.1,USD,
2023-01-19,Food Products,0403,Germany,2458,7976,8147,139031.9,514418031.61,209283.17,226089.38,0.1,USD,
2025-03-20,Machinery,8481,Japan,1480,6785,7089,130120.82,481447029.88,325302.05,306688.85,0.2,USD,
2024-02-23,Food Products,1701,South Korea,2468,8216,8405,136180.51,503867902.36,204160.41,238268.99,0.1,USD,
2024-11-16,Food Products,0403,USA,2646,3114,3494,142869.49,528617125.64,199779.71,223453.15,0.05,USD,
2023-09-18,Food Products,0403,South Korea,3080,5644,5722,121435.27,449310484.64,145880.03,145303.29,0.05,USD,
2022-08-03,Pharmaceuticals,2937,China,2519,2042,2294,211984.8,784343765.47,311371.09,333884.16,0.05,USD,
2023-01-01,Machinery,8479,Germany,4875,7199,7509,73644.85,272485931.05,55894.55,60028.9,0.2,USD,
2022-10-23,Machinery,8479,Germany,322,4198,4300,221056.07,817907440.9,2540085.22,2390472.08,0.15,USD,
2024-02-13,Pharmaceuticals,3004,South Africa,2142,2683,3113,76286.62,282260479.88,131774.27,145957.03,0.05,USD,
2023-07-17,Electronics,8542,China,143,3076,3465,180675.75,668500267.6,4674827.05,5322591.21,0.15,USD,
2024-01-19,Food Products,0403,Japan,2370,3083,3168,2393.93,8857552.01,3737.36,4020.86,0.1,USD,
2023-04-09,Pharmaceuticals,3004,China,825,4819,5182,340135.83,1258502579.89,1525457.67,1603847.65,0.05,USD,
2025-03-12,Textiles,5407,USA,3857,2312,2696,344572.5,1274918234.03,330546.6,288638.69,0.05,USD,
2024-06-05,Electronics,8523,Japan,1187,1398,1747,225303.66,833623558.3,702294.49,736338.89,0.1,USD,
2022-09-23,Textiles,6110,Japan,2431,1882,2100,179045.34,662467775.0,272508.34,313711.86,0.05,USD,
2023-11-22,Machinery,8430,India,1998,4826,5098,195723.66,724177525.21,362451.21,392436.58,0.2,USD,
2024-11-18,Pharmaceuticals,3004,USA,1835,5188,5567,39275.55,145319527.94,79193.2,94660.92,0.15,USD,
2022-06-05,Pharmaceuticals,3004,USA,3666,3438,3570,423400.91,1566583378.38,427327.71,436566.99,0.15,USD,
2023-04-12,Textiles,5407,Germany,163,6620,6816,47745.66,176658923.89,1083797.08,1062070.94,0.1,USD,
2025-04-09,Electronics,8523,South Korea,246,3131,3304,320312.38,1185155815.96,4817706.57,5199619.92,0.15,USD,
2024-04-25,Food Products,0403,USA,3262,9712,10128,414124.43,1532260385.73,469730.35,461361.13,0.05,USD,
2023-11-04,Electronics,8523,Japan,2065,6630,6881,281039.33,1039845521.61,503557.15,464709.65,0.1,USD,
2022-07-01,Machinery,8481,South Africa,2835,7026,7495,435039.51,1609646196.41,567776.44,668663.16,0.15,USD,
2024-11-17,Electronics,8523,South Africa,819,7200,7273,238797.73,883551619.45,1078817.61,1231072.42,0.15,USD,
2023-12-09,Pharmaceuticals,2941,Germany,3241,2801,2893,474485.34,1755595755.04,541683.36,605721.55,0.15,USD,
2024-11-18,Electronics,8542,USA,3834,1962,2384,244816.41,905820699.77,236259.96,261713.37,0.1,USD,
2022-04-29,Pharmaceuticals,2937,Japan,1113,5803,6222,69390.75,256745771.76,230679.04,267832.84,0.15,USD,
2023-02-22,Textiles,6110,South Korea,2301,9399,9622,37366.62,138256476.46,60085.39,56975.14,0.05,USD,
2023-11-25,Machinery,8481,China,1021,8996,9300,480244.63,1776905138.29,1740357.63,1768717.18,0.15,USD,
2023-10-07,Pharmaceuticals,2937,India,2595,6002,6115,339580.32,1256447187.26,484180.03,511822.25,0.15,USD,
2024-11-30,Electronics,8517,India,114,7162,7338,349389.63,1292741633.47,11339838.89,9643666.13,0.15,USD,
2024-01-12,Machinery,8430,Germany,207,1734,1818,295742.01,1094245429.92,5286209.81,4800207.57,0.15,USD,
2022-05-14,Food Products,0403,India,2213,8903,9112,133593.34,494295339.77,223359.85,203269.19,0.1,USD,
2022-09-24,Electronics,8517,South Africa,2894,5313,5625,244184.47,903482537.24,312191.62,295124.64,0.15,USD,
2022-05-07,Electronics,8542,China,3929,3730,3905,412027.49,1524501701.7,388012.65,327164.76,0.1,USD,
2024-07-09,Pharmaceuticals,2941,Japan,1774,249,317,465913.37,1723879484.1,971747.17,946513.83,0.15,USD,
2023-08-13,Electronics,8542,China,3071,6874,7014,89120.65,329746390.35,107374.27,118594.08,0.15,USD,
2024-04-18,Pharmaceuticals,3004,South Africa,1413,8080,8537,349174.23,1291944638.06,914327.42,756783.9,0.15,USD,1.0
2024-12-12,Food Products,0403,South Korea,4925,917,1340,281626.19,1042016900.34,211577.04,250374.06,0.05,USD,
2022-09-20,Food Products,0403,South Korea,3543,8412,8795,141228.55,522545622.4,147486.77,159827.08,0.05,USD,
2024-08-31,Machinery,8479,South Korea,406,1332,1498,355322.98,1314695017.45,3238165.07,3586929.76,0.15,USD,
2023-07-08,Textiles,6110,South Africa,1964,588,621,231942.46,858187092.62,436958.8,426260.74,0.05,USD,
2024-03-20,Textiles,5407,South Korea,3739,9723,10057,33119.4,122541780.49,32773.95,27853.04,0.05,USD,
2022-06-28,Food Products,0702,China,3658,9314,9610,307608.47,1138151323.29,311140.33,287955.57,0.1,USD,
2025-04-01,Machinery,8430,China,266,764,827,196271.77,726205540.71,2730096.02,2683552.44,0.2,USD,
2024-12-04,Pharmaceuticals,2941,China,1649,5728,5902,344271.07,1273802973.34,772469.97,924632.46,0.05,USD,
2024-04-22,Textiles,5407,USA,4715,1527,1586,488249.5,1806523141.48,383143.83,327205.88,0.1,USD,
2023-07-13,Electronics,8523,Germany,2986,3200,3387,440554.89,1630053102.54,545898.56,509088.99,0.15,USD,
2024-03-06,Food Products,0403,Germany,3556,2905,3141,92875.27,343638505.54,96636.25,99313.91,0.1,USD,
2023-12-24,Pharmaceuticals,2941,Germany,1334,368,589,193124.79,714561706.18,535653.45,469594.36,0.15,USD,
2023-11-22,Textiles,5408,Kenya,1873,5354,5788,374673.86,1386293293.72,740145.91,808479.0,0.05,USD,
2022-11-08,Machinery,8479,Japan,1280,7113,7516,58923.11,218015519.08,170324.62,142002.75,0.2,USD,
2025-03-28,Machinery,8430,India,3600,1370,1567,473706.6,1752714402.01,486865.11,452435.69,0.15,USD,
2024-07-21,Machinery,8481,Kenya,3202,5038,5147,66412.08,245724678.92,76741.0,89720.48,0.2,USD,
2025-03-14,Textiles,6110,Germany,1669,1869,2334,21562.32,79780565.64,47801.42,51647.19,0.1,USD,
2023-05-29,Electronics,8542,South Korea,1450,2879,3172,236244.92,874106215.6,602831.87,691532.57,0.15,USD,
2023-11-06,Food Products,1701,Kenya,2150,199,382,73843.21,273219891.1,127079.02,112288.67,0.1,USD,
2022-12-02,Electronics,8517,India,3697,4866,5086,283472.49,1048848195.86,283702.51,258240.11,0.1,USD,
2023-09-13,Pharmaceuticals,3004,Japan,2134,1840,2084,196983.94,728840576.56,341537.29,328610.83,0.15,USD,
2022-12-01,Pharmaceuticals,2941,South Korea,2684,1662,1699,318923.1,1180015483.5,439648.09,462789.74,0.05,USD,
2024-03-16,Machinery,8430,Germany,4366,3172,3453,292129.09,1080877618.17,247567.02,199051.71,0.15,USD,1.0
2024-02-04,Machinery,8479,China,3423,6803,6871,428093.48,1583945865.2,462736.16,495088.09,0.2,USD,
2022-10-27,Pharmaceuticals,3004,Germany,641,5535,5588,36530.75,135163768.39,210863.91,250503.57,0.15,USD,
2024-05-23,Food Products,1701,Germany,4673,5358,5425,158864.44,587798440.04,125786.1,148531.37,0.1,USD,
2024-11-07,Machinery,8479,Germany,4668,7651,8106,142123.06,525855335.52,112651.1,117195.75,0.2,USD,
2024-11-14,Machinery,8481,Germany,4333,2132,2558,269419.09,996850617.63,230060.15,194036.97,0.15,USD,
2023-04-04,Pharmaceuticals,3004,Kenya,261,739,1011,356997.36,1320890231.82,5060882.11,5106758.31,0.15,USD,
2023-08-18,Machinery,8479,Germany,3746,3182,3611,2977.74,11017625.57,2941.17,3432.87,0.15,USD,
2024-09-18,Food Products,1701,Japan,4078,8004,8343,418838.54,1549702614.5,380015.35,336077.18,0.05,USD,
2022-08-04,Electronics,8542,Kenya,320,7017,7218,193981.48,717731470.56,2242910.85,2262827.77,0.15,USD,
2022-08-01,Machinery,8481,China,4349,7670,8151,177159.84,655491411.55,150722.33,132993.07,0.2,USD,
2024-02-29,Pharmaceuticals,2941,India,3177,906,1056,485462.49,1796211198.22,565379.67,612462.64,0.15,USD,
2022-10-23,Textiles,5408,China,360,1612,1671,199191.08,737006983.71,2047241.62,2374345.81,0.05,USD,
2023-10-20,Pharmaceuticals,3004,Germany,1375,6466,6668,456750.82,1689978031.84,1229074.93,1127411.25,0.15,USD,
2023-04-17,Electronics,8517,USA,3751,8166,8476,205169.31,759126443.22,202379.75,174346.1,0.1,USD,
2024-06-11,Electronics,8523,USA,2246,6942,7387,413398.24,1529573490.92,681021.14,574686.78,0.1,USD,
2024-12-07,Food Products,0403,China,2660,7691,8034,324553.93,1200849548.16,451447.2,524129.16,0.05,USD,
2024-04-27,Machinery,8481,China,1685,7781,8134,107797.13,398849373.11,236705.86,279620.9,0.15,USD,
2023-04-12,Pharmaceuticals,2937,Japan,3548,9364,9509,327987.09,1213552216.49,342038.39,382459.9,0.15,USD,
2024-04-28,Food Products,0702,Japan,1251,1446,1684,384745.65,1423558902.87,1137936.77,1187851.13,0.05,USD,
2023-09-22,Food Products,0403,Kenya,2722,8384,8466,105280.14,389536519.14,143106.73,126914.39,0.05,USD,
2024-05-27,Machinery,8479,China,4949,4103,4252,229193.55,848016124.18,171351.01,192854.2,0.15,USD,
2022-08-30,Pharmaceuticals,2941,South Korea,614,1562,1658,329428.06,1218883833.81,1985152.82,1703727.6,0.05,USD,
2022-12-10,Electronics,8542,Kenya,4657,6139,6411,457257.5,1691852756.94,363292.41,328559.43,0.1,USD,
2022-04-25,Machinery,8479,Kenya,1974,9680,9728,464766.19,1719634903.92,871142.3,1042719.14,0.15,USD,
2023-11-08,Electronics,8542,Germany,4769,6507,6575,237426.35,878477484.66,184205.81,190412.93,0.15,USD,
2022-05-20,Textiles,5407,South Africa,4218,7088,7518,14108.69,52202155.32,12376.04,11693.17,0.1,USD,
2022-10-24,Pharmaceuticals,2941,Kenya,72,664,906,434677.07,1608305153.64,22337571.58,19252591.53,0.15,USD,
2024-01-14,Electronics,8517,South Africa,2377,4077,4555,324631.18,1201135352.3,505315.67,569677.71,0.1,USD,
2022-04-28,Pharmaceuticals,3004,Japan,2940,5505,5521,168946.47,625101947.73,212619.71,194147.83,0.05,USD,
2023-05-28,Pharmaceuticals,3004,South Africa,3878,5845,6081,301982.81,1117336392.65,288121.81,261113.87,0.05,USD,
2023-03-28,Textiles,5407,USA,2580,4408,4651,405198.7,1499235194.14,581098.91,656682.99,0.1,USD,
2024-04-03,Machinery,8479,South Africa,3872,1616,1658,258221.62,955419989.57,246751.03,237182.11,0.2,USD,
2023-07-19,Machinery,8430,South Korea,1016,6698,6912,8485.64,31396858.43,30902.42,25455.72,0.2,USD,1.0
2023-11-12,Electronics,8523,Kenya,4535,682,1157,180107.26,666396860.01,146945.28,131175.51,0.1,USD,
2022-09-05,Pharmaceuticals,2937,South Korea,4946,3918,4102,327691.15,1212457243.74,245138.95,203681.2,0.05,USD,1.0
2024-10-01,Electronics,8542,Germany,2543,6741,6805,52732.25,195109337.49,76724.08,78335.15,0.1,USD,
2022-10-12,Machinery,8430,China,918,3244,3359,466338.69,1725453143.49,1879578.59,2246096.15,0.15,USD,
2024-05-03,Machinery,8479,Kenya,785,5264,5708,134630.19,498131705.53,634562.68,536127.25,0.15,USD,
2023-05-24,Electronics,8523,South Africa,1495,6523,6852,426754.44,1578991436.49,1056181.56,946395.94,0.1,USD,
2025-02-10,Food Products,0403,China,4640,3829,4232,390851.79,1446151625.42,311670.61,254230.49,0.1,USD,1.0
2023-10-04,Pharmaceuticals,3004,China,4604,5032,5185,41309.71,152845922.56,33198.51,29834.66,0.15,USD,
2022-07-18,Pharmaceuticals,3004,Germany,979,1028,1096,476627.87,1763523127.88,1801351.51,2017722.83,0.05,USD,
2023-01-07,Textiles,5408,Japan,2242,7349,7721,16663.04,61653244.79,27499.22,23953.41,0.05,USD,
2023-03-10,Textiles,6110,Kenya,4027,4059,4530,390152.24,1443563297.29,358471.14,381264.65,0.05,USD,
2024-10-12,Machinery,8481,Germany,75,118,168,466071.51,1724464598.08,22992861.31,26525351.44,0.2,USD,
2023-09-14,Food Products,1701,Kenya,4349,6100,6243,25675.96,95001044.67,21844.34,22193.74,0.05,USD,
2024-05-08,Pharmaceuticals,2941,Kenya,3510,1773,1912,100409.95,371516807.0,105845.24,117393.02,0.05,USD,
2024-03-10,Electronics,8517,China,501,347,363,422051.96,1561592264.32,3116950.63,3126442.09,0.15,USD,
2023-10-31,Pharmaceuticals,3004,South Africa,1103,5530,5578,317520.55,1174826036.34,1065118.8,919511.29,0.15,USD,
2024-04-29,Electronics,8542,USA,2281,1526,1597,261625.5,968014350.68,424381.57,432857.43,0.15,USD,
2024-12-09,Food Products,0403,India,3054,6254,6327,295062.54,1091731391.43,357475.9,418600.33,0.1,USD,
2022-08-20,Food Products,1701,Kenya,2813,6058,6194,381415.45,1411237178.26,501684.03,587779.82,0.05,USD,
2024-06-01,Textiles,6110,Germany,891,3810,4160,384571.72,1422915380.93,1596986.96,1316915.86,0.1,USD,1.0
2023-01-25,Pharmaceuticals,2937,South Korea,985,3235,3439,205086.29,758819291.35,770374.92,838022.65,0.05,USD,
2023-11-18,Food Products,1701,South Korea,3179,363,385,325935.22,1205960304.82,379352.09,370236.79,0.1,USD,
2023-05-15,Food Products,0702,South Africa,565,7099,7214,461182.81,1706376392.69,3020135.21,2851110.2,0.05,USD,
2023-06-16,Food Products,1701,Kenya,1807,7561,7947,292005.96,1080422063.15,597909.28,660881.76,0.1,USD,
2024-02-13,Food Products,0702,South Africa,1104,9683,10033,183986.74,680750945.9,616622.23,716849.21,0.05,USD,
2023-05-07,Food Products,1701,USA,1626,7031,7125,258633.42,956943639.62,588526.22,546186.67,0.05,USD,
2023-02-20,Electronics,8542,Germany,1510,86,162,251790.43,931624581.96,616969.92,501861.26,0.1,USD,1.0
2022-09-22,Electronics,8517,Japan,633,3870,4342,257507.07,952776142.31,1505175.58,1471844.67,0.1,USD,
2022-09-11,Electronics,8517,India,51,5207,5320,104014.97,384855370.63,7546183.74,7405901.4,0.1,USD,
2023-01-07,Machinery,8479,China,3466,5583,6062,399290.57,1477375090.86,426247.86,452504.5,0.15,USD,
2024-03-25,Electronics,8523,Kenya,3348,3615,3961,373205.86,1380861666.47,412443.75,383986.74,0.15,USD,
2023-11-28,Food Products,0403,Germany,4878,254,447,446110.33,1650608225.67,338378.07,281676.18,0.05,USD,1.0
2025-01-24,Machinery,8479,Japan,1160,4808,5301,411791.91,1523630055.78,1313474.19,1430020.62,0.2,USD,
2024-06-11,Textiles,5408,USA,2446,8184,8467,287933.45,1065353775.97,435549.38,456933.7,0.05,USD,
2022-08-07,Food Products,0702,South Korea,3394,1197,1487,485155.83,1795076588.43,528897.05,538178.27,0.1,USD,
2025-01-19,Pharmaceuticals,2941,Germany,39,4099,4125,390912.81,1446377384.72,37086599.61,39005757.02,0.05,USD,
2025-04-18,Textiles,6110,South Korea,3841,8657,9049,320280.82,1185039035.52,308523.57,272838.63,0.05,USD,
2024-07-14,Textiles,5407,Japan,1345,2464,2891,2750.03,10175097.87,7565.13,7725.47,0.05,USD,
2024-06-01,Textiles,6110,USA,1838,8381,8783,24969.19,92386005.61,50264.42,53313.46,0.1,USD,
2022-09-20,Food Products,0702,South Korea,4973,4373,4666,424561.3,1570876804.62,315881.12,260004.48,0.1,USD,1.0
2024-10-23,Electronics,8517,South Korea,3954,97,268,319400.39,1181781452.21,298882.51,325334.52,0.15,USD,
2022-07-31,Electronics,8542,Kenya,2143,8020,8487,158961.84,588158815.23,274455.82,296059.03,0.15,USD,
2025-02-28,Electronics,8542,USA,705,8368,8400,176174.79,651846707.05,924605.26,1002778.1,0.1,USD,
2024-03-02,Food Products,0403,India,4850,9290,9574,191501.53,708555657.98,146093.95,167063.74,0.1,USD,
2024-11-15,Electronics,8517,South Africa,1880,5821,6154,366736.33,1356924405.41,721768.3,808889.93,0.15,USD,
2025-01-12,Electronics,8517,China,2300,5428,5586,62086.48,229719988.9,99878.26,105305.91,0.15,USD,
2022-09-08,Textiles,5407,China,4550,3329,3351,223098.5,825464449.51,181420.76,159320.18,0.1,USD,
2022-09-15,Textiles,6110,Kenya,4337,2264,2570,348596.36,1289806525.24,297396.02,304367.72,0.1,USD,
2025-01-22,Textiles,5408,USA,3048,3054,3090,327952.43,1213423975.21,398104.98,402449.27,0.05,USD,
2023-02-05,Electronics,8523,India,627,4279,4514,278543.48,1030610883.78,1643717.52,1578606.73,0.1,USD,
2023-01-29,Electronics,8542,Kenya,3087,2598,3020,104888.99,388089261.75,125717.29,116899.98,0.15,USD,
2025-01-05,Electronics,8517,Kenya,1698,8138,8569,158986.52,588250123.47,346437.06,372653.71,0.1,USD,
2022-06-06,Electronics,8523,South Africa,4914,815,1021,235627.3,871821004.67,177415.75,169316.87,0.1,USD,
2025-02-05,Machinery,8481,South Korea,3867,91,105,24553.0,90846085.36,23492.65,27415.48,0.15,USD,
2024-03-19,Pharmaceuticals,3004,Japan,1952,3327,3674,162254.32,600340967.72,307551.73,307273.31,0.05,USD,
2024-10-18,Machinery,8430,India,2730,6400,6820,32458.63,120096922.46,43991.55,40117.18,0.15,USD,
2025-03-14,Textiles,5408,Kenya,518,8824,9131,460447.5,1703655765.2,3288910.74,3826192.1,0.1,USD,
2025-03-30,Pharmaceuticals,3004,Kenya,4135,2872,3201,72267.35,267389183.99,64664.86,63952.81,0.15,USD,
2023-07-10,Pharmaceuticals,2937,South Korea,3830,2340,2690,274651.06,1016208920.94,265328.7,299520.58,0.05,USD,
2023-08-31,Textiles,5407,Germany,828,9614,9948,155038.65,573642990.42,692805.54,648595.91,0.1,USD,
2022-08-02,Machinery,8481,South Korea,4234,1605,1705,168937.52,625068811.08,147630.8,130113.18,0.2,USD,
2024-09-08,Machinery,8430,Kenya,1727,2001,2353,431954.19,1598230496.29,925437.46,889467.54,0.2,USD,
2022-12-01,Pharmaceuticals,2937,USA,4087,7308,7694,206625.42,764514071.71,187059.96,166951.02,0.05,USD,
2025-02-13,Textiles,5408,Kenya,1679,564,612,337698.88,1249485870.7,744184.56,789152.37,0.05,USD,
2024-08-19,Textiles,5408,South Korea,3990,7106,7265,233553.29,864147158.2,216578.24,239581.97,0.05,USD,
2024-12-01,Textiles,6110,India,1025,7968,8317,50793.74,187936831.1,183353.01,167621.94,0.1,USD,
2024-08-05,Pharmaceuticals,2941,China,2666,2580,2661,367938.54,1361372587.41,510642.38,538126.53,0.15,USD,
2023-01-16,Food Products,0702,South Africa,1278,2337,2801,216614.86,801474978.4,627132.22,607371.31,0.1,USD,
2022-08-23,Food Products,0403,USA,4516,5057,5317,318518.07,1178516848.73,260964.76,272886.73,0.05,USD,
